SMILES,CHEMBL_ID,IC50(nM)
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,1054,Not active
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,1055,Not active
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1062,Not active
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1064,Not active
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,1065,Not active
NC(=O)N1c2ccccc2CC(=O)c3ccccc13,1068,Not active
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O,1069,Not active
COc1ccc2cc(CCC(=O)C)ccc2c1,1070,Not active
OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,1071,Not active
Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,1073,Not active
Nc1c(CC(=O)O)cccc1C(=O)c2ccc(Br)cc2,1077,Not active
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1082,Not active
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],1088,316.23
CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1,1097,100000
[O-][N+](=O)c1oc(\C=N\N2CCOC2=O)cc1,1103,Not active
COc1ccc2cc(CC(=O)O)ccc2c1,1105,Not active
NC1=NCC2N1c3ccccc3Cc4ccccc24,1106,91201.08
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F,1107,40
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,1108,32.36
Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3,1109,Not active
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,1110,2300
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,1112,630.96
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,1113,Not active
C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C,1117,Not active
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,1123,20590.9
Cc1cc2C(=Nc3ccccc3Nc2s1)N4CCNCC4,1125,12589.25
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,1130,Not active
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,1136,40000
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,1144,Not active
CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,1148,Not active
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1162,Not active
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,1167,Not active
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,1168,Not active
Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,1172,Not active
CNCC[C@H](Oc1cccc2ccccc12)c3cccs3,1175,5011.87
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1191,Not active
CCCNC(C)C(=O)Nc1ccccc1C,1194,Not active
CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC,1196,Not active
CCCCOc1ccc(OCCCN2CCOCC2)cc1,1198,Not active
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,1219,Not active
CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-],1220,Not active
Clc1ccc(CSC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,1221,Not active
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,1231,Not active
CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1235,9500
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,1237,Not active
Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2,1243,Not active
Clc1ccc(CO\N=C(/Cn2ccnc2)\c3ccc(Cl)cc3Cl)c(Cl)c1,1262,Not active
CCCNCC(O)COc1ccc(O)cc1C(=O)CCc2ccccc2,1264,40000
Cl.COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1280,560
CC(C)Cn1cnc2c(N)nc3ccccc3c12,1282,Not active
Clc1cc(Cl)c(OCC#CI)cc1Cl,1289,Not active
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1294,300
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1297,Not active
CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,1306,Not active
CNNCc1ccc(cc1)C(=O)NC(C)C,1321,Not active
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4,1323,63095.73
CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,1349,Not active
NCC(O)COc1ccccc1C(=O)CCc2ccccc2,1365,44000
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1370,Not active
NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,1373,Not active
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,1382,12.59
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1384,Not active
Oc1ccc(OCc2ccccc2)cc1,1388,Not active
C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)C)[C@@]4(C)CCC(=O)C=C14,1390,Not active
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,1393,Not active
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1395,Not active
CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N,1399,Not active
COc1ccccc1OCC(O)CN2CCN(CC(=O)Nc3c(C)cccc3C)CC2,1404,13400
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,1405,Not active
CC1=CC(=O)N(O)C(=C1)C2CCCCC2,1413,Not active
CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,1419,Not active
Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,1421,15848.93
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,1423,3.02
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,1428,Not active
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,1433,Not active
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1440,Not active
N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,1444,Not active
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,1447,Not active
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1451,Not active
C1CN2C[C@@H](N=C2S1)c3ccccc3,1454,Not active
CN(C)c1nc(nc(n1)N(C)C)N(C)C,1455,Not active
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3,1456,Not active
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23,1460,Not active
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,1464,Not active
OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14,1466,Not active
CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12,1475,Not active
COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,1477,Not active
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,1479,Not active
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,1480,Not active
CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,1481,Not active
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,1483,Not active
CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1487,Not active
NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1489,Not active
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,1490,Not active
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,1491,Not active
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,1493,19750.3
NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1494,2290.87
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,1501,Not active
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1502,Not active
COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C,1503,Not active
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1504,Not active
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1512,Not active
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,1514,2187.76
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1517,Not active
CCCc1nc(C)c2C(=O)N=C(Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4,1520,31622.78
CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N,1521,Not active
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1535,Not active
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C,1536,Not active
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O,1537,Not active
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1539,Not active
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,1540,Not active
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],1542,Not active
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1560,Not active
Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,1568,Not active
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O,1572,Not active
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1586,Not active
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,1592,Not active
Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,1619,Not active
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,1621,1000
CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,1626,323.7
Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1630,2400
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1643,Not active
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,1650,Not active
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,1670,Not active
NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,1679,Not active
Cl.Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1712,120.23
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,1726,23000
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O,1727,Not active
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,1729,6.457
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)\c3csc(N)n3,1730,Not active
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,1732,Not active
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,1741,33113.11
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,1747,Not active
CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,1752,Not active
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,1753,Not active
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,1754,Not active
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1760,Not active
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1766,Not active
COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,1771,Not active
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,6273,Not active
CN1CCN2C(C1)c3ccccc3Cc4ccccc24,6437,Not active
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,6966,10
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,7002,Not active
CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,7463,1000
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,7568,Not active
CN1C(=O)[C@H](NC(=O)Nc2cccc(C)c2)N=C(c3ccccc3)c4ccccc14,9387,5000
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,9484,12.59
COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3cccs3,9514,Not active
[Cl-].COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,12089,Not active
Fc1ccc(cc1)n2cc(C3=CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,12186,10
Fc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,12713,2.7
CC1CCC(CC1)NC(=O)N(CCCl)N=O,12948,Not active
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,13209,Not active
CN1C(=O)CN=C(c2ccccc2)c3cc(ccc13)[N+](=O)[O-],13341,Not active
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,15245,Not active
CCN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4,15511,Not active
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,15770,Not active
COc1ccc(cc1)C2=CC(=O)c3ccccc3O2,16312,21900
FC(F)(F)CN1C(=O)[C@H](NC(=O)Cc2ccc(cc2C(F)(F)F)C(F)(F)F)N=C(c3ccccc3)c4ccccc14,16900,6000
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,17157,199.53
C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,17350,10000
COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3,17423,1096.48
CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,18701,Not active
CSc1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,18797,Not active
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,19019,Not active
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,19215,Not active
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,19224,7244.36
COc1nc(C)nc(Cl)c1NC2=NCCN2,19236,Not active
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,19299,Not active
FC1=CN(C2CCCO2)C(=O)NC1=O,20883,Not active
CNCCCC12CCC(c3ccccc13)c4ccccc24,21731,Not active
C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(=O)N)NCCOc3ccccc3OCC(F)(F)F,24778,7943.28
Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Br)cc2,24944,Not active
O=C1C=C(Oc2ccc3ccccc3c12)c4ccccc4,26260,Not active
Nc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2,27759,>30000
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,27769,Not active
CCCOc1ccccc1C2=Nc3nn[nH]c3C(=O)N2,28079,Not active
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,29292,Not active
Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,30008,496.3
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,30327,Not active
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,31184,Not active
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,32363,7244.36
C[C@H]([C@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,34139,Not active
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,34259,Not active
CN(C1CCCCC1)C(=O)CCCOc2ccc3nc(O)ccc3c2,34431,Not active
COc1ccc(cc1)C(=O)N2CCCC2=O,36994,Not active
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,37161,Not active
OC(=O)C1=CN(c2ccc(F)cc2)c3cc(N4CCNCC4)c(F)cc3C1=O,37858,Not active
CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)\c4cc(Cl)ccc4c12,38827,377
Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,40583,Not active
NC(=O)N1c2ccccc2CCc3ccccc13,41543,Not active
COC(=O)Nc1nc2cc(ccc2[nH]1)[S+]([O-])c3ccccc3,42442,Not active
C1CNCC(C1)c2c([nH]c3ccccc23)c4ccccc4,42557,4897.79
C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,43064,Not active
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,44657,Not active
CC[C@@H](CO)NCCN[C@@H](CC)CO,44884,Not active
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,45816,190
Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5,46516,2300
CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C,47244,Not active
C(Cc1ccc(OCc2ccccc2)cc1)Nc3ccncc3,48029,130
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,49080,Not active
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]4NCCc5cc(OC)c(OC)cc45,50588,Not active
CCCc1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,52348,26000
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,52440,Not active
CS(=O)(=O)Nc1ccc2OC3(CCN(CC3)C4CCc5cc(ccc5C4)C#N)CC(O)c2c1,52627,20.89
CC(O)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,52794,4550
CC(C)(O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,52832,457.09
COC(=O)c1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,52999,36
CC(C)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,53089,10000
CCC(=O)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,53321,1947
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,53463,Not active
O=C1[C@@H]2CCN1c3cccc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34,53821,10499.99
CCC(O)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,53866,2200
CCC(O)(CC)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,53871,15700
[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,54126,Not active
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,54440,Not active
O=C1[C@@H]2CCN1c3cccc4ccc(Oc5cc(Cn6cncc6CCN2)ccc5C#N)cc34,55826,8100
OC(=O)Cc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,55835,575.44
C\C(=C/c1ccccc1)\C=C\2/SC(=S)N(CC(=O)O)C2=O,56337,Not active
CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],56367,Not active
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34,56564,Not active
Cc1nc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,58004,1200
Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,58387,570
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4cccc(c4)C#N)c5ccccc5,59511,1300
Oc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,60796,1
CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2,60889,4786.3
Fc1ccc(Cn2c(NC3CCNCC3)nc4ccccc24)cc1,61301,27.54
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,61536,550
Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,62152,150
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,62193,Not active
OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,63323,Not active
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,63560,Not active
[Cl-].CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,64894,Not active
CN1CCc2cccc3c2C1Cc4ccc(O)c(O)c34,70099,2398.83
CN1C(=O)[C@@H](NC(=O)Nc2cccc(C)c2)N=C(c3ccccc3)c4ccccc14,70380,10000
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,70586,Not active
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c5ccccc45,71752,39
CO[C@@H]1CN(CCCOc2ccc(F)cc2)CC[C@@H]1NC(=O)c3cc(Cl)c(N)cc3OC,74656,80
C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,75435,Not active
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,75880,7762.47
N=C(Nc1ccccc1)Nc2ccccc2,77675,Not active
CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,83668,Not active
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C,84158,Not active
